""	"Gene"	"GSM6160812"	"GSM6160813"	"GSM6160814"	"GSM6160821"	"GSM6160822"	"GSM6160823"
"34234"	"ZNF345"	4	0	0	4	2	5
"34235"	"ZNF829"	30	22	34	28	35	29
"34236"	"ZNF568"	64	26	37	24	29	23
"34237"	"ZNF420"	192	196	219	220	206	201
"34238"	"LOC105372390"	0	1	2	0	2	3
"34239"	"ZNF585A"	159	171	186	212	230	250
"34240"	"ZNF585B"	186	135	176	187	202	195
"34241"	"ZNF383"	349	361	332	373	327	389
"34242"	"LINC01535"	0	0	0	2	0	3
"34243"	"LOC284412"	1	0	0	1	0	2
"34244"	"ZNF875"	1011	967	1038	674	769	737
"34245"	"ZNF527"	243	224	268	176	222	220
"34246"	"ZNF569"	387	394	395	431	390	421
"34247"	"ZNF570"	170	167	152	176	171	164
"34248"	"ZNF793-AS1"	0	0	0	0	0	0
"34249"	"ZNF793"	3	10	0	2	0	9
"34250"	"ZNF571-AS1"	3	3	3	3	4	1
"34251"	"ZNF540"	0	0	2	4	0	4
"34252"	"ZNF571"	29	30	25	43	25	31
"34253"	"ZFP30"	424	421	407	488	522	604
"34254"	"ZNF781"	3	2	0	0	0	0
"34255"	"ZNF607"	245	255	261	260	319	304
"34256"	"ZNF573"	40	31	36	29	44	33
"34257"	"LOC105372394"	0	0	0	0	0	0
"34258"	"LOC644554"	0	0	0	0	0	0
"34259"	"WDR87BP"	0	0	0	0	0	0
"34260"	"LOC105372395"	0	0	0	0	0	0
"34261"	"WDR87"	0	0	0	0	0	0
"34262"	"LOC107985301"	0	0	0	0	0	0
"34263"	"SIPA1L3"	5296	5328	4808	6817	7092	6688
"34264"	"LOC105372396"	0	1	2	0	0	1
"34265"	"SNORD152"	2	2	3	0	0	0
"34266"	"DPF1"	177	202	202	349	387	345
"34267"	"PPP1R14A"	1169	1349	1372	1483	1297	1263
"34268"	"SPINT2"	18595	19778	19308	16175	15987	15193
"34269"	"YIF1B"	5318	5697	5827	5679	5631	5107
"34270"	"C19orf33"	2560	2708	2608	2781	2441	2528
"34271"	"KCNK6"	535	591	567	623	579	586
"34272"	"CATSPERG"	37	31	39	31	34	46
"34273"	"PSMD8"	12718	13407	14277	13396	13470	13124
"34274"	"GGN"	29	39	24	32	36	22
"34275"	"SPRED3"	206	204	225	362	352	329
"34276"	"FAM98C"	700	750	810	789	819	632
"34277"	"RASGRP4"	4	10	10	2	13	7
"34278"	"RYR1"	110	121	136	127	134	154
"34279"	"LOC107985290"	1	0	0	0	3	0
"34280"	"MAP4K1"	64	69	44	49	30	49
"34281"	"MAP4K1-AS1"	9	9	7	11	5	5
"34282"	"EIF3K"	11868	12509	13052	10771	10966	11255
"34283"	"ACTN4"	58487	59972	59631	69850	69199	63520
"34284"	"LOC107985291"	30	25	19	23	15	14
"34285"	"CAPN12"	3958	4090	4245	3981	3833	3690
"34286"	"LGALS7"	1	1	2	0	5	0
"34287"	"LGALS7B"	1	1	1	0	3	0
"34288"	"LGALS4"	51	65	52	12	17	40
"34289"	"ECH1"	9330	9788	10168	8598	8361	7936
"34290"	"HNRNPL"	11778	11511	11572	10438	10955	10256
"34291"	"RINL"	257	290	303	174	181	206
"34292"	"SIRT2"	1693	1759	1817	2109	2136	1968
"34293"	"NFKBIB"	1752	1718	1785	1750	1733	1578
"34294"	"CCER2"	376	383	357	328	313	288
"34295"	"SARS2"	2137	2295	2242	1933	1979	1936
"34296"	"MRPS12"	4525	4912	5059	4385	4349	3872
"34297"	"FBXO17"	3222	3165	3448	3221	3283	3135
"34298"	"FBXO27"	214	217	215	116	128	87
"34299"	"ACP7"	4	5	12	2	4	4
"34300"	"PAK4"	5934	6210	6004	6028	5930	5259
"34301"	"NCCRP1"	22	24	30	36	60	57
"34302"	"SYCN"	0	0	0	0	0	0
"34303"	"IFNL3"	105	129	140	223	190	167
"34304"	"IFNL4"	20	26	30	36	26	18
"34305"	"IFNL2"	161	110	117	234	181	204
"34306"	"IFNL1"	171	192	188	431	375	378
"34307"	"LRFN1"	628	603	695	509	446	467
"34308"	"GMFG"	4	8	5	0	8	2
"34309"	"SAMD4B"	6311	6449	5785	6498	6583	6107
"34310"	"PAF1"	3877	4082	3959	3482	3521	3562
"34311"	"MED29"	6242	6102	6252	5775	5896	5803
"34312"	"ZFP36"	2307	2648	2598	2882	2724	2596
"34313"	"MIR4530"	0	0	0	1	0	0
"34314"	"TRI-TAT1-1"	2	1	4	5	4	7
"34315"	"PLEKHG2"	3951	3903	3719	5007	4745	4727
"34316"	"RPS16"	42702	45863	48965	42803	40510	37735
"34317"	"SUPT5H"	9787	9885	9502	9805	9796	9354
"34318"	"SNORD175"	9	3	5	2	9	5
"34319"	"TIMM50"	6424	6616	6629	6426	6401	6221
"34320"	"DLL3"	411	443	434	390	396	328
"34321"	"SELENOV"	0	0	0	0	0	0
"34322"	"EID2B"	352	371	362	346	276	301
"34323"	"EID2"	1322	1378	1359	1240	1306	1157
"34324"	"LOC105372399"	0	0	0	0	0	0
"34325"	"LGALS13"	0	0	0	0	0	0
"34326"	"LOC100129935"	0	0	0	0	0	0
"34327"	"LGALS16"	0	0	0	0	0	0
"34328"	"LGALS17A"	0	0	0	0	1	0
"34329"	"LGALS14"	0	0	0	0	0	0
"34330"	"CLC"	0	0	0	1	0	0
"34331"	"LEUTX"	0	0	2	0	0	0
"34332"	"DYRK1B"	1483	1627	1556	1783	1851	1823
"34333"	"MIR6719"	3	0	4	3	0	0
"34334"	"FBL"	11405	11643	12280	9785	9788	8895
"34335"	"FCGBP"	6161	5665	5186	1230	1412	1338
"34336"	"LOC107987267"	16	8	8	2	2	0
"34337"	"PSMC4"	12051	12907	13115	9576	9895	9028
"34338"	"ZNF546"	394	344	329	329	274	301
"34339"	"ZNF780B"	666	580	516	453	500	455
"34340"	"ZNF780A"	1023	947	854	1203	1264	1200
"34341"	"MAP3K10"	1113	1178	1150	1194	1258	1145
"34342"	"TTC9B"	14	14	10	19	34	14
"34343"	"CCNP"	11	2	6	14	22	6
"34344"	"AKT2"	7953	8283	7930	7457	7312	6597
"34345"	"LOC107985289"	12	8	8	4	8	6
"34346"	"MIR641"	11	12	6	8	9	6
"34347"	"C19orf47"	1173	1234	1313	1269	1280	1172
"34348"	"PLD3"	9355	10451	10285	10165	9903	9189
"34349"	"MIR6796"	4	2	3	2	1	2
"34350"	"HIPK4"	20	22	29	23	28	13
"34351"	"PRX"	150	122	126	130	120	130
"34352"	"SERTAD1"	746	741	737	1114	1179	1060
"34353"	"SERTAD3"	1519	1602	1826	2051	1923	1800
"34354"	"SERTAD3-AS1"	62	72	82	96	94	63
"34355"	"BLVRB"	7340	7858	8310	6150	5969	5717
"34356"	"SPTBN4"	145	146	151	93	73	109
"34357"	"SHKBP1"	4772	5109	5046	5425	5478	4830
"34358"	"LTBP4"	2017	2036	2007	3852	3800	3399
"34359"	"NUMBL"	1446	1513	1569	3191	3146	2900
"34360"	"COQ8B"	1903	2009	1996	1591	1600	1436
"34361"	"ITPKC"	976	885	954	1329	1180	1218
"34362"	"ACTMAP"	1999	2131	2016	1668	1815	1681
"34363"	"SNRPA"	3866	4181	4200	4285	4334	4053
"34364"	"MIA"	2	2	2	4	0	0
"34365"	"MIA-RAB4B"	390	427	427	427	393	356
"34366"	"RAB4B-EGLN2"	1686	1749	1878	1800	1716	1591
"34367"	"RAB4B"	390	428	430	432	395	357
"34368"	"EGLN2"	1416	1449	1576	1499	1444	1344
"34369"	"CYP2T1P"	17	14	8	4	11	7
"34370"	"CYP2A6"	3	1	0	0	2	0
"34371"	"CYP2A7"	2	2	1	0	2	0
"34372"	"CYP2G1P"	2	0	0	0	2	0
"34373"	"LOC107985299"	0	0	0	0	0	4
"34374"	"CYP2B7P"	0	0	0	4	0	2
"34375"	"CYP2B6"	0	0	0	0	0	0
"34376"	"CYP2A13"	0	0	0	0	0	0
"34377"	"CYP2F1"	10	3	9	7	8	5
"34378"	"CYP2S1"	3260	3527	3659	3662	3756	3665
"34379"	"AXL"	5157	5428	5242	5792	6048	5753
"34380"	"HNRNPUL1"	23151	23092	23109	23585	23520	23688
"34381"	"LOC105372401"	2017	2070	2143	2167	2136	2122
"34382"	"CCDC97"	2984	3049	3052	2356	2690	2512
"34383"	"TGFB1"	5833	6195	6298	12049	11994	10620
"34384"	"B9D2"	327	439	352	296	346	281
"34385"	"TMEM91"	257	295	275	220	202	190
"34386"	"EXOSC5"	1794	1773	1871	1443	1453	1307
"34387"	"BCKDHA"	2852	3135	3345	2911	2711	2508
"34388"	"B3GNT8"	5	9	11	1	6	0
"34389"	"DMAC2"	3584	3979	4283	3431	3545	3321
"34390"	"ERICH4"	4	4	2	7	4	2
"34391"	"LOC107985329"	0	0	0	0	0	0
"34392"	"PCAT19"	1	1	2	1	1	3
"34393"	"LINC01480"	4	1	1	0	9	4
"34394"	"CEACAM21"	0	2	0	0	0	0
"34395"	"LOC105372404"	0	0	0	0	0	0
"34396"	"CEACAM4"	0	0	0	0	2	0
"34397"	"LOC105372405"	0	0	0	0	0	0
"34398"	"CEACAM7"	24	26	16	22	17	14
"34399"	"CEACAM5"	180	275	159	123	139	185
"34400"	"CEACAM6"	21892	20581	21447	7145	7127	7714
"34401"	"LOC112268252"	1339	1237	1254	413	455	467
"34402"	"CEACAM3"	1	2	2	0	1	6
"34403"	"LYPD4"	0	0	0	0	0	1
"34404"	"DMRTC2"	0	0	0	0	0	0
"34405"	"RPS19"	39578	40403	41886	41138	39581	38215
"34406"	"MIR6797"	7	8	7	3	9	4
"34407"	"CD79A"	8	11	14	11	3	7
"34408"	"ARHGEF1"	4293	4725	4447	4219	4165	4009
"34409"	"ERFL"	27	10	24	38	24	29
"34410"	"LOC100505585"	15	16	9	8	8	4
"34411"	"RABAC1"	3622	3770	4006	4221	4094	3596
"34412"	"ATP1A3"	191	203	179	276	259	302
"34413"	"GRIK5"	49	64	58	50	39	40
"34414"	"ZNF574"	1260	1374	1395	1593	1515	1446
"34415"	"POU2F2"	44	32	35	21	19	36
"34416"	"POU2F2-AS1"	0	0	4	0	0	0
"34417"	"MIR4323"	0	0	0	0	0	0
"34418"	"DEDD2"	2388	2445	2581	2338	2410	2230
"34419"	"ZNF526"	881	795	772	1017	1098	1048
"34420"	"GSK3A"	6807	7110	7069	7296	7366	6729
"34421"	"ERF"	5065	5479	5372	6017	5621	5448
"34422"	"CIC"	6523	6699	6234	5924	6214	5522
"34423"	"PAFAH1B3"	2473	2751	2773	2453	2411	2218
"34424"	"PRR19"	717	790	747	587	562	542
"34425"	"TMEM145"	174	164	167	135	134	114
"34426"	"MEGF8"	5616	5314	4902	3948	3987	3907
"34427"	"MIR8077"	0	0	0	0	0	0
"34428"	"CNFN"	341	354	430	410	331	313
"34429"	"LOC101930071"	49	38	36	54	55	42
"34430"	"LIPE-AS1"	18	24	17	27	33	23
"34431"	"LIPE"	248	272	229	185	187	148
"34432"	"CXCL17"	8	3	2	2	4	0
"34433"	"CEACAM1"	1582	1545	1619	916	957	991
"34434"	"LOC105372407"	4	1	5	4	7	6
"34435"	"CEACAM8"	0	2	1	0	4	0
"34436"	"PSG3"	0	0	1	0	2	1
"34437"	"PSG8"	0	2	0	0	2	0
"34438"	"PSG8-AS1"	0	0	0	0	0	0
"34439"	"PSG10P"	0	0	0	0	0	0
"34440"	"PSG1"	0	2	4	4	4	8
"34441"	"PSG6"	0	2	1	0	0	1
"34442"	"PSG7"	0	0	2	0	0	0
"34443"	"PSG11"	0	2	0	0	0	0
"34444"	"PSG2"	2	0	2	0	0	0
"34445"	"LOC107985349"	1	1	1	0	0	0
"34446"	"PSG5"	7	9	4	6	6	6
"34447"	"PSG4"	22	20	51	14	16	16
"34448"	"LOC284344"	2	2	0	0	0	0
"34449"	"PSG9"	4	4	4	6	3	2
"34450"	"PRG1"	0	0	0	0	0	0
"34451"	"CD177"	2	2	0	6	0	0
"34452"	"TEX101"	0	0	0	0	0	0
"34453"	"LYPD3"	30	38	23	31	35	20
"34454"	"PHLDB3"	458	387	391	447	421	377
"34455"	"ETHE1"	1375	1503	1407	1310	1265	1106
"34456"	"ZNF575"	68	69	80	80	81	83
"34457"	"XRCC1"	1798	1929	1897	1552	1599	1442
"34458"	"PINLYP"	6	8	4	10	10	4
"34459"	"IRGQ"	879	801	889	962	949	958
"34460"	"ZNF576"	588	589	687	605	581	640
"34461"	"ZNF428"	781	860	960	901	885	792
"34462"	"SRRM5"	304	330	310	320	313	303
"34463"	"LOC105372411"	55	51	62	73	62	59
"34464"	"CADM4"	587	577	567	665	568	548
"34465"	"LOC105372410"	0	0	0	0	2	0
"34466"	"PLAUR"	1908	2268	2119	4723	4295	4228
"34467"	"LOC105372412"	22	23	12	13	6	14
"34468"	"IRGC"	1	0	0	0	2	0
"34469"	"SMG9"	1989	1955	1995	2547	2773	2596
"34470"	"KCNN4"	1901	2066	2040	2615	2553	2381
"34471"	"LYPD5"	7	12	7	10	14	10
"34472"	"ZNF283"	321	280	308	370	395	479
"34473"	"ZNF404"	26	30	19	6	22	22
"34474"	"LOC100505715"	31	28	30	15	20	12
"34475"	"ZNF45"	886	820	866	812	958	991
"34476"	"ZNF221"	50	37	26	32	31	35
"34477"	"ZNF155"	102	127	102	111	131	131
"34478"	"ZNF230-DT"	38	48	45	43	49	56
"34479"	"ZNF230"	167	187	159	139	190	153
"34480"	"ZNF222-DT"	1	0	0	0	0	0
"34481"	"ZNF222"	168	114	115	127	126	155
"34482"	"ZNF223"	112	160	163	157	181	221
"34483"	"ZNF284"	49	54	74	44	59	80
"34484"	"ZNF224"	491	447	483	521	561	544
"34485"	"ZNF225-AS1"	184	172	153	190	175	217
"34486"	"ZNF225"	236	267	194	232	279	289
"34487"	"ZNF234"	179	206	188	206	249	253
"34488"	"ZNF226"	589	559	504	583	561	614
"34489"	"ZNF227"	682	660	706	541	619	597
"34490"	"ZNF233"	64	55	64	23	42	32
"34491"	"ZNF235"	173	166	138	162	170	194
"34492"	"ZNF112"	163	167	138	191	228	190
"34493"	"ZNF285"	120	94	110	110	121	142
"34494"	"ZNF229"	159	176	181	217	193	222
"34495"	"ZNF180"	800	679	727	499	553	528
"34496"	"CEACAM20"	0	0	2	1	2	2
"34497"	"CEACAM22P"	2	2	0	0	0	0
"34498"	"IGSF23"	7	18	4	17	13	15
"34499"	"CEACAM16-AS1"	108	87	111	123	102	105
"34500"	"PVR"	6001	5792	5901	8926	9007	9328
"34501"	"MIR4531"	0	0	0	0	0	0
"34502"	"CEACAM19"	503	586	549	654	665	596
"34503"	"LOC107985306"	34	24	35	29	22	33
"34504"	"CEACAM16"	0	13	14	2	6	9
"34505"	"BCL3"	2442	2386	2307	2115	1986	1593
"34506"	"MIR8085"	6	8	10	3	3	4
"34507"	"CBLC"	0	0	0	0	0	0
"34508"	"BCAM"	2451	2500	2469	1913	2027	1724
"34509"	"NECTIN2"	3775	4153	4131	3883	4232	3782
"34510"	"TOMM40"	8176	8323	8678	9140	8988	8306
"34511"	"APOE"	178	231	225	311	254	294
"34512"	"APOC1"	321	359	370	364	386	354
"34513"	"APOC1P1"	1	3	1	1	2	2
"34514"	"APOC4"	0	0	0	0	0	2
"34515"	"APOC4-APOC2"	0	2	0	0	0	3
"34516"	"APOC2"	0	2	0	0	0	1
"34517"	"CLPTM1"	12168	12747	12626	11812	12230	11022
"34518"	"RELB"	380	420	388	834	791	737
"34519"	"CLASRP"	1593	1694	1609	1410	1562	1297
"34520"	"ZNF296"	187	196	172	147	159	133
"34521"	"GEMIN7"	827	910	885	635	624	609
"34522"	"GEMIN7-AS1"	321	355	355	225	201	180
"34523"	"PPP1R37"	1561	1520	1629	1533	1403	1329
"34524"	"NKPD1"	28	39	13	16	31	17
"34525"	"LOC105372420"	2	1	2	1	1	0
"34526"	"TRAPPC6A"	743	756	808	772	723	636
"34527"	"BLOC1S3"	778	900	818	911	861	1003
"34528"	"EXOC3L2"	36	33	37	113	121	119
"34529"	"MARK4"	578	601	622	629	663	649
"34530"	"CKM"	0	0	0	2	1	0
"34531"	"KLC3"	109	123	119	118	102	112
"34532"	"ERCC2"	746	782	763	694	688	698
"34533"	"PPP1R13L"	472	540	477	2021	2018	1868
"34534"	"POLR1G"	1174	1257	1288	2189	2132	2061
"34535"	"ERCC1"	3224	3512	3559	4267	4167	3939
"34536"	"MIR6088"	0	0	0	0	0	0
"34537"	"FOSB"	15	18	18	198	218	135
"34538"	"RTN2"	280	384	344	482	506	490
"34539"	"PPM1N"	235	272	254	207	218	192
"34540"	"LOC107985314"	4	7	12	4	7	2
"34541"	"VASP"	4167	4331	4200	6441	6496	5912
"34542"	"LOC107985315"	0	0	5	2	4	3
"34543"	"OPA3"	2564	2448	2455	2300	1964	2052
"34544"	"GPR4"	4	4	0	0	4	4
"34545"	"EML2"	668	759	696	692	723	585
"34546"	"MIR330"	2	0	0	0	0	0
"34547"	"EML2-AS1"	90	94	104	88	92	76
"34548"	"GIPR"	103	98	109	312	310	309
"34549"	"MIR642A"	0	0	0	0	0	0
"34550"	"MIR642B"	0	0	0	0	0	0
"34551"	"SNRPD2"	5569	5945	6125	5759	5237	5232
"34552"	"QPCTL"	776	807	776	702	711	669
"34553"	"FBXO46"	595	669	593	689	756	693
"34554"	"MEIOSIN"	3	4	3	4	16	8
"34555"	"SIX5"	1199	1312	1322	1286	1323	1131
"34556"	"DM1-AS"	138	148	171	171	214	170
"34557"	"DMPK"	1311	1313	1331	1728	1911	1605
"34558"	"DMWD"	1329	1317	1250	1450	1484	1397
"34559"	"RSPH6A"	2	0	4	2	1	2
"34560"	"SYMPK"	6173	5900	5978	5017	5273	5026
"34561"	"FOXA3"	375	412	343	87	61	68
"34562"	"IRF2BP1"	2239	2321	2375	2119	2128	1956
"34563"	"MYPOP"	529	584	593	487	511	457
"34564"	"NANOS2"	0	0	0	0	2	0
"34565"	"NOVA2"	31	21	49	160	155	112
"34566"	"CCDC61"	205	226	234	248	228	183
"34567"	"MIR769"	0	0	0	0	0	0
"34568"	"PGLYRP1"	5	3	6	4	3	3
"34569"	"LOC105372421"	10	11	8	11	20	15
"34570"	"IGFL4"	426	458	431	367	381	380
"34571"	"IGFL2"	1004	952	911	731	663	704
"34572"	"IGFL3"	3	4	0	37	38	41
"34573"	"LOC105376901"	0	9	5	17	14	11
"34574"	"LOC105372424"	54	63	71	126	130	105
"34575"	"IGFL2-AS1"	1776	1877	1919	1233	1254	1253
"34576"	"LOC93429"	60	65	52	108	105	83
"34577"	"IGFL1"	20	20	29	155	120	100
"34578"	"HIF3A"	0	2	4	4	2	0
"34579"	"PPP5C"	5021	5049	5215	4614	4667	4690
"34580"	"LOC105372426"	257	286	250	279	218	241
"34581"	"CCDC8"	4	0	4	0	1	0
"34582"	"PNMA8A"	1107	1111	1075	797	795	882
"34583"	"PPP5D1P"	23	15	20	10	24	26
"34584"	"PNMA8B"	0	0	0	0	0	0
"34585"	"CALM3"	11933	12554	12609	10996	10637	10111
"34586"	"PTGIR"	2184	2304	2475	2000	2013	1856
"34587"	"GNG8"	0	2	6	2	1	8
"34588"	"DACT3"	4	1	6	23	28	18
"34589"	"DACT3-AS1"	0	0	0	2	0	3
"34590"	"PRKD2"	1831	1937	1758	1762	1659	1516
"34591"	"MIR320E"	0	2	3	1	0	4
"34592"	"LOC107987269"	96	70	77	72	81	79
"34593"	"STRN4"	4613	5036	4764	5425	5250	4869
"34594"	"FKRP"	1096	1018	1077	1186	1327	1164
"34595"	"SLC1A5"	15093	15953	15702	16760	17731	16405
"34596"	"LOC107985273"	0	0	0	0	0	0
"34597"	"SNAR-E"	1	0	0	0	0	0
"34598"	"AP2S1"	5482	5842	6068	6161	6239	5895
"34599"	"ARHGAP35"	9136	8309	7736	6164	6455	6481
"34600"	"NPAS1"	156	172	157	83	126	92
"34601"	"TMEM160"	739	751	853	694	670	618
"34602"	"ZC3H4"	2170	2161	1994	2184	2173	2071
"34603"	"SAE1"	9100	9217	9262	8658	9004	8688
"34604"	"BBC3"	395	525	449	720	696	659
"34605"	"MIR3190"	5	4	2	5	7	5
"34606"	"MIR3191"	5	4	2	5	7	5
"34607"	"CCDC9"	714	690	672	932	863	851
"34608"	"INAFM1"	242	280	266	316	299	214
"34609"	"LOC105372427"	18	11	15	9	20	14
"34610"	"C5AR1"	113	139	147	72	79	67
"34611"	"C5AR2"	21	22	20	135	128	143
"34612"	"DHX34"	1541	1756	1767	1713	1700	1616
"34613"	"MEIS3"	1373	1238	1519	1586	1670	1275
"34614"	"SLC8A2"	60	66	55	57	54	64
"34615"	"KPTN"	462	516	484	435	441	374
"34616"	"NAPA-AS1"	332	370	365	316	290	286
"34617"	"NAPA"	4949	5141	5244	4658	4881	4367
"34618"	"ZNF541"	4	0	0	0	0	5
"34619"	"BICRA"	653	737	706	725	789	614
"34620"	"EHD2"	7229	7598	7554	6813	6667	6058
"34621"	"NOP53"	6957	7364	7312	7449	7322	6690
"34622"	"SNORD23"	37	33	38	35	29	39
"34623"	"NOP53-AS1"	37	37	50	43	44	40
"34624"	"SELENOW"	1401	1573	1587	1342	1189	1084
"34625"	"TPRX1"	0	0	0	0	0	0
"34626"	"CRX"	0	0	0	0	0	0
"34627"	"LINC01595"	0	0	0	0	0	0
"34628"	"SULT2A1"	0	0	0	0	0	0
"34629"	"SNAR-A12"	0	0	0	0	0	0
"34630"	"SNAR-C5"	0	0	0	0	0	0
"34631"	"SNAR-A1"	0	0	0	0	0	0
"34632"	"SNAR-A3"	0	0	0	0	0	0
"34633"	"SNAR-C2"	0	0	0	0	0	0
"34634"	"SNAR-A2"	0	0	0	0	0	0
"34635"	"SNAR-C4"	0	0	0	0	0	0
"34636"	"SNAR-A13"	0	0	0	0	0	0
"34637"	"SNAR-C3"	0	0	0	0	0	0
"34638"	"SNAR-C1"	0	0	0	0	0	0
"34639"	"BSPH1"	0	0	0	0	0	0
"34640"	"ELSPBP1"	0	0	0	0	0	0
"34641"	"CABP5"	10	12	11	12	9	6
"34642"	"PLA2G4C"	173	209	199	120	141	111
"34643"	"PLA2G4C-AS1"	26	23	22	17	24	12
"34644"	"LIG1"	3512	3591	3592	3481	3640	3432
"34645"	"LOC107985293"	2	1	4	1	4	0
"34646"	"ZSWIM9"	456	448	463	268	257	229
"34647"	"CARD8"	1333	1273	1274	922	876	863
"34648"	"CARD8-AS1"	71	55	48	51	95	66
"34649"	"ZNF114-AS1"	18	18	11	9	5	11
"34650"	"ZNF114"	206	195	187	165	160	156
"34651"	"ODAD1"	42	42	53	37	36	35
"34652"	"EMP3"	3791	4297	4548	4092	4160	3653
"34653"	"TMEM143"	653	667	747	512	581	470
"34654"	"SYNGR4"	73	101	78	74	56	77
"34655"	"KDELR1"	15396	15864	16562	15004	14748	14396
"34656"	"LOC107984140"	116	127	89	162	122	123
"34657"	"GRIN2D"	1286	1506	1286	2157	2147	1966
"34658"	"GRWD1"	3556	3544	3592	3588	3653	3474
"34659"	"KCNJ14"	181	210	194	130	120	110
"34660"	"CYTH2"	3441	3555	3558	4554	4464	4422
"34661"	"LMTK3"	308	314	333	172	186	180
"34662"	"SULT2B1"	210	212	213	282	259	263
"34663"	"FAM83E"	37	38	48	6	6	4
"34664"	"SPACA4"	8	4	6	2	0	1
"34665"	"RPL18"	23609	26402	26348	24028	23950	21504
"34666"	"SPHK2"	942	999	896	722	655	604
"34667"	"DBP"	327	320	313	88	78	57
"34668"	"CA11"	493	524	494	358	426	396
"34669"	"SEC1P"	34	38	29	25	26	28
"34670"	"NTN5"	19	16	17	11	14	17
"34671"	"LOC105372431"	22	15	14	5	8	8
"34672"	"FUT2"	22	29	24	12	16	33
"34673"	"LOC105447645"	14	13	16	5	7	9
"34674"	"MAMSTR"	42	52	55	31	41	36
"34675"	"RASIP1"	23	36	24	23	18	14
"34676"	"IZUMO1"	3	1	2	0	2	1
"34677"	"FUT1"	12	17	2	4	2	8
"34678"	"FGF21"	0	0	0	0	0	0
"34679"	"BCAT2"	2190	2507	2500	1977	1977	1729
"34680"	"LOC105372432"	147	165	140	157	140	140
"34681"	"HSD17B14"	225	247	217	311	344	289
"34682"	"PLEKHA4"	192	218	211	252	231	178
"34683"	"PPP1R15A"	2195	2294	2264	2666	2541	2586
"34684"	"TULP2"	5	2	5	6	1	6
"34685"	"NUCB1"	7971	8492	8323	8145	8078	7867
"34686"	"NUCB1-AS1"	780	805	783	783	865	871
"34687"	"DHDH"	25	34	30	29	33	28
"34688"	"BAX"	4433	4691	4720	4697	4486	4274
"34689"	"FTL"	317238	339960	356168	282302	275358	256993
"34690"	"GYS1"	2163	2154	2237	2245	2195	1993
"34691"	"RUVBL2"	5510	6105	6283	5952	5693	5576
"34692"	"MIR6798"	0	1	1	0	1	1
"34693"	"LHB"	6	8	8	22	16	7
"34694"	"LOC101059948"	4	3	2	8	1	5
"34695"	"CGB3"	2	3	6	25	23	20
"34696"	"SNAR-G2"	0	0	0	0	0	1
"34697"	"CGB2"	1	2	6	24	15	15
"34698"	"CGB1"	1	1	5	18	13	14
"34699"	"SNAR-G1"	0	0	0	3	0	0
"34700"	"CGB5"	4	6	7	42	53	38
"34701"	"CGB8"	9	9	18	130	130	113
"34702"	"CGB7"	7	20	21	72	49	62
"34703"	"NTF4"	2	6	7	42	74	73
"34704"	"KCNA7"	0	2	1	27	24	18
"34705"	"SNRNP70"	8634	8940	8809	7714	7429	7285
"34706"	"LIN7B"	98	153	131	148	134	146
"34707"	"C19orf73"	56	36	68	66	43	74
"34708"	"PPFIA3"	358	321	321	258	204	222
"34709"	"HRC"	0	4	7	0	0	4
"34710"	"TRPM4"	854	888	882	617	653	607
"34711"	"LOC107985340"	0	0	1	0	0	0
"34712"	"SLC6A16"	168	146	114	126	133	95
"34713"	"MIR4324"	9	9	5	2	5	6
"34714"	"CD37"	68	74	62	48	58	80
"34715"	"TEAD2"	920	927	1022	1041	877	1002
"34716"	"DKKL1"	12	18	10	19	11	26
"34717"	"LOC101928295"	31	37	33	21	14	9
"34718"	"KASH5"	5	6	4	4	5	2
"34719"	"PTH2"	0	2	0	2	0	0
"34720"	"GFY"	14	13	11	11	9	13
"34721"	"SLC17A7"	23	25	38	15	15	15
"34722"	"PIH1D1"	1617	1721	1776	1488	1466	1415
"34723"	"ALDH16A1"	2010	2191	2177	1905	1985	1704
"34724"	"FLT3LG"	36	51	42	37	43	33
"34725"	"RPL13A"	73414	76942	78688	73516	70213	68780
"34726"	"SNORD32A"	74	66	83	54	46	54
"34727"	"SNORD33"	15	19	16	10	10	12
"34728"	"SNORD34"	22	32	30	14	16	10
"34729"	"SNORD35A"	47	60	55	29	18	15
"34730"	"RPS11"	34414	35330	37982	31141	29592	27332
"34731"	"SNORD35B"	103	105	118	44	74	72
"34732"	"MIR150"	0	0	0	0	0	0
"34733"	"FCGRT"	929	1036	1030	841	1001	850
"34734"	"RCN3"	67	53	55	49	40	40
"34735"	"NOSIP"	1741	1826	1966	1807	1770	1541
"34736"	"PRRG2"	30	20	34	36	26	23
"34737"	"PRR12"	2724	2842	2758	3327	3376	3090
"34738"	"RRAS"	1515	1660	1788	2006	1916	1876
"34739"	"SCAF1"	5965	6254	6018	6022	5783	5054
"34740"	"IRF3"	2399	2440	2561	2220	2317	2166
"34741"	"BCL2L12"	1401	1461	1487	1333	1340	1213
"34742"	"PRMT1"	7272	7815	8443	7417	7557	6822
"34743"	"MIR5088"	0	0	1	0	2	0
"34744"	"ADM5"	191	236	241	208	201	141
"34745"	"CPT1C"	230	217	259	284	231	237
"34746"	"TSKS"	0	0	0	0	4	0
"34747"	"LOC105372434"	0	0	0	4	2	0
"34748"	"AP2A1"	7122	7655	7306	6955	6931	6590
"34749"	"MIR6799"	2	2	1	1	1	1
"34750"	"FUZ"	723	734	792	607	610	585
"34751"	"LOC105372435"	89	71	65	41	53	45
