""	"Gene"	"GSM6160812"	"GSM6160813"	"GSM6160814"	"GSM6160821"	"GSM6160822"	"GSM6160823"
"33711"	"BEST2"	0	0	0	0	3	4
"33712"	"HOOK2"	511	520	458	544	566	625
"33713"	"MIR5684"	0	0	0	1	0	0
"33714"	"JUNB"	2184	2204	2464	15585	15017	13214
"33715"	"PRDX2"	68	92	84	62	52	44
"33716"	"RNASEH2A"	1760	1874	1826	1671	1713	1787
"33717"	"RTBDN"	10	7	2	15	6	0
"33718"	"LOC105372281"	5	8	1	3	1	0
"33719"	"MAST1"	56	37	50	33	35	36
"33720"	"MIR6794"	0	0	0	0	0	0
"33721"	"DNASE2"	1573	1675	1735	1423	1541	1343
"33722"	"KLF1"	2	4	0	2	0	0
"33723"	"GCDH"	465	479	512	361	343	351
"33724"	"SYCE2"	47	39	56	47	41	55
"33725"	"MIR5695"	0	2	0	0	0	5
"33726"	"FARSA"	2233	2384	2621	2404	2382	2053
"33727"	"FARSA-AS1"	116	110	87	110	120	101
"33728"	"CALR"	18857	19041	19450	17858	18180	17975
"33729"	"MIR6515"	4	10	9	8	7	5
"33730"	"RAD23A"	3643	3878	3819	3354	3310	3242
"33731"	"GADD45GIP1"	2087	2123	2067	1955	1979	1744
"33732"	"DAND5"	2	3	4	19	32	16
"33733"	"NFIX"	705	713	709	620	693	595
"33734"	"LOC107985286"	0	0	0	0	0	0
"33735"	"LYL1"	162	179	171	139	162	111
"33736"	"LOC105372282"	112	111	154	102	108	86
"33737"	"TRMT1"	1120	1155	1184	810	905	888
"33738"	"NACC1"	2828	2743	2856	2701	2590	2342
"33739"	"STX10"	1123	1204	1231	1060	1162	1092
"33740"	"IER2"	2473	2488	2720	5511	5384	5218
"33741"	"LOC107985288"	0	0	2	0	1	0
"33742"	"CACNA1A"	10	7	5	9	3	14
"33743"	"LOC105372283"	0	0	0	0	0	0
"33744"	"LOC107985287"	0	0	0	0	0	0
"33745"	"LOC105372284"	0	0	0	0	0	0
"33746"	"YJU2B"	430	424	432	405	396	365
"33747"	"MRI1"	982	1002	884	800	734	752
"33748"	"C19orf53"	1583	1695	1780	1885	1647	1598
"33749"	"ZSWIM4"	197	265	292	523	544	467
"33750"	"LOC107985334"	11	10	8	11	13	9
"33751"	"MIR23AHG"	505	443	476	1060	906	917
"33752"	"MIR24-2"	2	1	0	4	3	0
"33753"	"MIR27A"	1	1	0	3	2	1
"33754"	"MIR23A"	1	1	1	1	3	0
"33755"	"NANOS3"	9	6	14	19	26	4
"33756"	"MIR181C"	0	0	0	0	0	0
"33757"	"MIR181D"	0	1	0	0	0	0
"33758"	"BRME1"	39	41	33	12	21	21
"33759"	"CC2D1A"	1365	1476	1338	1367	1428	1380
"33760"	"PODNL1"	31	32	22	63	45	53
"33761"	"DCAF15"	656	725	626	775	752	726
"33762"	"RFX1"	458	485	431	638	682	596
"33763"	"LOC107985309"	0	0	0	0	0	0
"33764"	"RLN3"	0	0	0	0	0	0
"33765"	"IL27RA"	285	313	268	137	170	173
"33766"	"PALM3"	51	60	39	24	34	30
"33767"	"MISP3"	138	167	156	66	90	72
"33768"	"MIR1199"	8	6	3	4	2	0
"33769"	"C19orf67"	0	1	2	0	1	4
"33770"	"SAMD1"	1621	1600	1750	1738	1816	1684
"33771"	"PRKACA"	2152	2296	2244	2280	2330	2102
"33772"	"ASF1B"	1824	1990	2011	1571	1724	1600
"33773"	"ADGRL1-AS1"	66	45	65	55	51	59
"33774"	"ADGRL1"	606	625	595	467	474	447
"33775"	"LINC01841"	0	3	1	1	3	0
"33776"	"LINC01842"	66	82	64	42	49	59
"33777"	"ADGRE5"	3011	2953	2829	2859	2814	2766
"33778"	"DDX39A"	3375	3661	3710	3451	3507	3281
"33779"	"PKN1"	4416	4522	4564	4208	4478	3927
"33780"	"PTGER1"	6	3	6	7	6	12
"33781"	"GIPC1"	3553	3929	3963	4438	4344	3770
"33782"	"DNAJB1"	6946	7151	7104	6408	6523	6377
"33783"	"TECR"	2953	3341	3417	3158	3239	2717
"33784"	"MIR639"	39	48	40	28	35	15
"33785"	"LOC112268253"	0	1	0	0	2	1
"33786"	"NDUFB7"	1980	1990	2201	2138	1886	1868
"33787"	"CLEC17A"	4	8	4	6	2	8
"33788"	"ADGRE3"	0	0	0	2	0	0
"33789"	"SNORA104"	1409	1425	1342	1225	1520	1435
"33790"	"LOC107985308"	0	0	0	0	0	0
"33791"	"ZNF333"	181	226	218	199	159	156
"33792"	"ADGRE2"	139	114	125	112	151	144
"33793"	"OR7C1"	0	0	0	0	0	0
"33794"	"OR7A5"	0	0	0	0	0	0
"33795"	"OR7A10"	0	0	0	0	0	0
"33796"	"OR7A17"	0	0	0	0	0	0
"33797"	"OR7C2"	0	0	0	0	0	0
"33798"	"SLC1A6"	0	0	0	0	0	0
"33799"	"CCDC105"	0	0	0	0	0	0
"33800"	"CASP14"	0	0	0	0	0	0
"33801"	"OR1I1"	0	0	0	0	0	0
"33802"	"SYDE1"	905	980	921	924	958	850
"33803"	"ILVBL"	1363	1502	1461	1255	1321	1057
"33804"	"NOTCH3"	3212	3233	3014	2042	2081	1969
"33805"	"MIR6795"	0	0	0	0	0	0
"33806"	"EPHX3"	12	2	9	2	2	4
"33807"	"BRD4"	3189	3176	3086	3040	3174	3065
"33808"	"AKAP8"	1123	1141	1088	1083	1044	1052
"33809"	"AKAP8L"	1250	1292	1303	1123	1129	1129
"33810"	"WIZ"	2085	2167	2106	2198	2213	2079
"33811"	"MIR1470"	0	0	0	0	0	0
"33812"	"RASAL3"	2	2	3	4	2	0
"33813"	"PGLYRP2"	0	0	2	0	2	0
"33814"	"CYP4F22"	4	2	0	7	4	6
"33815"	"CYP4F8"	0	0	0	4	0	0
"33816"	"CYP4F3"	1572	1543	1502	590	671	667
"33817"	"CYP4F12"	492	505	468	170	158	139
"33818"	"OR10H2"	0	0	0	0	0	0
"33819"	"OR10H3"	0	0	0	0	0	0
"33820"	"CYP4F24P"	0	0	0	0	2	1
"33821"	"OR10H5"	0	0	0	0	0	0
"33822"	"OR10H1"	0	0	0	0	0	0
"33823"	"LINC01764"	1	3	0	3	3	3
"33824"	"UCA1"	0	0	0	4	4	0
"33825"	"CLEC4OP"	0	0	0	0	0	0
"33826"	"LOC105369202"	0	0	0	0	0	0
"33827"	"CYP4F2"	28	26	35	22	17	19
"33828"	"CYP4F11"	4367	4305	4066	2684	2998	2859
"33829"	"OR10H4"	0	0	0	0	0	0
"33830"	"LOC105372291"	0	0	0	0	0	0
"33831"	"LINC00661"	0	0	0	0	0	0
"33832"	"LINC00905"	0	0	0	0	0	0
"33833"	"LINC01855"	0	0	0	0	0	0
"33834"	"TPM4"	23020	22087	22526	25021	25267	25945
"33835"	"RAB8A"	3199	3207	3360	2905	2791	2537
"33836"	"HSH2D"	30	40	26	20	16	20
"33837"	"CIB3"	0	0	0	2	0	0
"33838"	"FAM32A"	2816	2776	2941	2834	2843	2911
"33839"	"AP1M1"	2324	2625	2485	2379	2271	2258
"33840"	"KLF2"	841	953	946	361	397	346
"33841"	"EPS15L1"	1002	974	1001	858	967	841
"33842"	"CALR3"	1	8	4	2	6	9
"33843"	"C19orf44"	644	597	644	602	662	611
"33844"	"CHERP"	1737	1783	1609	1898	1810	1736
"33845"	"SLC35E1"	2560	2388	2334	2445	2307	2259
"33846"	"LOC105372295"	21	12	21	21	17	13
"33847"	"MED26"	219	203	285	301	307	262
"33848"	"LOC105372296"	19	14	16	9	17	12
"33849"	"SMIM7"	1955	2081	2143	1893	1875	1926
"33850"	"TMEM38A"	83	74	71	64	51	75
"33851"	"NWD1"	0	2	0	12	0	4
"33852"	"SIN3B"	984	1025	1057	1110	917	939
"33853"	"F2RL3"	0	0	0	0	0	0
"33854"	"CPAMD8"	0	0	0	4	10	0
"33855"	"HAUS8"	447	403	419	353	325	387
"33856"	"MYO9B"	2662	2373	2246	2845	2763	2697
"33857"	"SNORA118"	0	0	0	0	0	0
"33858"	"USE1"	276	280	361	300	278	258
"33859"	"OCEL1"	435	400	443	319	359	337
"33860"	"NR2F6"	2839	3006	3068	2349	2516	2278
"33861"	"USHBP1"	2	4	4	0	0	1
"33862"	"BABAM1"	1587	1838	1827	1567	1745	1648
"33863"	"ANKLE1"	29	22	24	15	16	10
"33864"	"ABHD8"	322	396	339	298	244	220
"33865"	"MRPL34"	1346	1493	1459	1326	1217	1182
"33866"	"DDA1"	2083	2180	2198	2620	2590	2452
"33867"	"ANO8"	533	562	618	485	536	519
"33868"	"GTPBP3"	574	597	564	521	534	473
"33869"	"PLVAP"	0	0	0	0	4	0
"33870"	"LOC105372298"	0	0	0	0	0	0
"33871"	"CCDC194"	3	0	0	0	0	0
"33872"	"BST2"	36	32	26	41	48	43
"33873"	"BISPR"	12	12	6	1	7	2
"33874"	"MVB12A"	867	871	963	778	815	652
"33875"	"TMEM221"	74	100	126	39	45	37
"33876"	"NXNL1"	0	0	0	0	0	0
"33877"	"SLC27A1"	293	242	262	188	253	230
"33878"	"PGLS-DT"	202	235	233	198	227	186
"33879"	"PGLS"	1442	1589	1705	1603	1635	1450
"33880"	"NIBAN3"	108	91	91	75	75	69
"33881"	"COLGALT1"	3911	4024	3843	3571	3454	3136
"33882"	"UNC13A"	1556	1432	1170	1193	1353	1257
"33883"	"MAP1S"	1144	1183	1173	1365	1342	1269
"33884"	"FCHO1"	824	1063	1021	830	769	635
"33885"	"B3GNT3"	1445	1383	1404	994	976	865
"33886"	"INSL3"	31	16	20	27	16	16
"33887"	"JAK3"	140	125	164	108	98	107
"33888"	"RPL18A"	15558	17234	17197	16562	15909	13747
"33889"	"SNORA68"	14	7	18	4	7	5
"33890"	"SLC5A5"	7	11	10	2	12	0
"33891"	"CCDC124"	1564	1797	1810	1811	1851	1596
"33892"	"KCNN1"	61	57	41	47	65	59
"33893"	"ARRDC2"	1095	1192	1203	1774	1758	1712
"33894"	"IL12RB1"	0	0	0	0	0	2
"33895"	"MAST3"	530	587	615	637	677	565
"33896"	"PIK3R2"	2252	2488	2466	2242	2015	1877
"33897"	"IFI30"	1415	1591	1587	1104	1182	1148
"33898"	"MPV17L2"	597	668	619	708	601	585
"33899"	"RAB3A"	48	63	58	30	35	47
"33900"	"LOC102725254"	1	4	0	2	4	2
"33901"	"PDE4C"	21	24	16	74	65	61
"33902"	"LOC729966"	0	0	0	0	0	0
"33903"	"IQCN"	27	50	21	46	40	30
"33904"	"JUND"	2124	2565	2306	2063	1977	1505
"33905"	"MIR3188"	0	1	0	0	0	0
"33906"	"LSM4"	3743	3681	3902	4142	4122	3786
"33907"	"LOC105372300"	9	15	8	4	6	4
"33908"	"PGPEP1"	784	774	709	426	458	384
"33909"	"GDF15"	2930	3662	3819	1486	1492	1223
"33910"	"MIR3189"	22	16	20	4	5	2
"33911"	"LRRC25"	0	0	0	0	2	4
"33912"	"SSBP4"	1152	1213	1071	966	958	812
"33913"	"ISYNA1"	918	931	901	687	822	615
"33914"	"ELL"	317	283	270	506	558	453
"33915"	"FKBP8"	3892	4018	4211	4850	4642	4154
"33916"	"KXD1"	3221	3387	3493	3119	3164	2867
"33917"	"UBA52"	9722	10473	11038	9773	9138	8471
"33918"	"REX1BD"	951	1100	1119	987	895	810
"33919"	"CRLF1"	16	16	12	106	122	101
"33920"	"TMEM59L"	92	112	77	122	123	97
"33921"	"KLHL26"	277	335	319	605	607	648
"33922"	"CRTC1"	659	738	658	1028	1038	867
"33923"	"COMP"	0	2	0	4	0	2
"33924"	"LOC107985321"	0	0	0	0	0	0
"33925"	"UPF1"	3669	3424	3337	4448	4876	4535
"33926"	"CERS1"	77	82	78	131	123	125
"33927"	"GDF1"	56	59	64	105	91	85
"33928"	"COPE"	2535	2832	2837	2794	2622	2372
"33929"	"DDX49"	1359	1499	1507	1301	1440	1365
"33930"	"HOMER3"	896	987	1047	1777	1589	1541
"33931"	"HOMER3-AS1"	14	21	16	16	21	20
"33932"	"LOC107985268"	0	2	7	3	5	6
"33933"	"SUGP2"	3634	3591	3395	2697	2863	2818
"33934"	"ARMC6"	1289	1422	1284	1016	889	1057
"33935"	"SLC25A42"	98	117	142	65	50	66
"33936"	"TMEM161A"	939	1018	976	893	860	796
"33937"	"BORCS8-MEF2B"	165	163	170	171	163	143
"33938"	"MEF2B"	59	76	56	64	58	50
"33939"	"BORCS8"	302	282	325	301	314	299
"33940"	"RFXANK"	794	842	852	780	706	726
"33941"	"NR2C2AP"	614	650	635	573	552	567
"33942"	"NCAN"	2	4	6	0	6	6
"33943"	"HAPLN4"	18	2	6	2	0	9
"33944"	"TM6SF2"	12	13	15	10	9	1
"33945"	"SUGP1"	864	1009	904	895	806	862
"33946"	"MAU2"	1231	1447	1113	1324	1315	1281
"33947"	"GATAD2A"	1902	1888	1946	2471	2350	2158
"33948"	"MIR640"	0	0	0	0	0	0
"33949"	"TSSK6"	45	39	54	56	51	47
"33950"	"NDUFA13"	1859	1996	2046	1947	1732	1731
"33951"	"YJEFN3"	197	278	219	133	185	139
"33952"	"CILP2"	16	28	12	7	22	14
"33953"	"PBX4"	56	33	42	47	44	36
"33954"	"LPAR2"	160	177	186	176	151	125
"33955"	"GMIP"	342	282	345	539	575	502
"33956"	"ATP13A1"	2436	2690	2649	2459	2483	2395
"33957"	"ZNF101"	210	232	223	207	204	199
"33958"	"ZNF14"	130	142	128	124	172	134
"33959"	"LOC101060187"	0	0	0	0	0	0
"33960"	"LINC00663"	17	11	13	0	10	5
"33961"	"LOC112267872"	11	18	18	11	5	8
"33962"	"ZNF56P"	3	12	6	5	6	2
"33963"	"ZNF506"	26	12	18	9	8	20
"33964"	"ZNF253"	0	0	0	0	0	0
"33965"	"ZNF93"	0	0	0	0	0	2
"33966"	"ZNF682"	0	0	0	0	0	0
"33967"	"LOC105372308"	0	0	0	0	0	0
"33968"	"LOC105372309"	0	0	0	0	0	0
"33969"	"ZNF90"	7	14	15	19	24	18
"33970"	"LOC105372310"	0	0	0	0	1	0
"33971"	"ZNF486"	0	0	0	0	0	0
"33972"	"LOC105372311"	0	0	0	0	0	0
"33973"	"LOC102724427"	0	0	0	0	0	0
"33974"	"LOC105372314"	0	0	0	0	0	0
"33975"	"ZNF826P"	0	0	0	0	0	1
"33976"	"MIR1270"	0	0	0	0	0	0
"33977"	"LOC105372317"	0	0	0	0	0	0
"33978"	"LOC105372316"	0	0	0	0	0	0
"33979"	"ZNF737"	2	2	3	5	2	4
"33980"	"LOC105372318"	0	0	0	0	0	0
"33981"	"ZNF626"	0	0	0	0	0	0
"33982"	"LOC105372319"	0	0	0	0	0	0
"33983"	"ZNF66"	2	0	0	6	0	2
"33984"	"ZNF85"	2	2	6	2	1	6
"33985"	"LOC112268247"	0	0	0	0	0	0
"33986"	"ZNF430"	272	206	260	265	255	294
"33987"	"ZNF714"	373	347	434	462	498	451
"33988"	"ZNF431"	346	311	304	342	376	410
"33989"	"ZNF708"	144	128	75	132	118	175
"33990"	"ZNF738"	43	56	48	21	21	18
"33991"	"ZNF493"	2	3	10	0	6	6
"33992"	"LOC105372321"	0	0	0	0	0	0
"33993"	"LINC00664"	1	0	0	0	0	0
"33994"	"ZNF429"	2	0	0	0	0	2
"33995"	"LOC101929007"	0	1	0	0	0	1
"33996"	"LOC105372323"	0	0	0	0	0	0
"33997"	"LOC400682"	0	0	0	0	0	0
"33998"	"ZNF100"	0	0	0	0	0	0
"33999"	"CCNYL6"	13	9	9	6	9	7
"34000"	"ZNF43"	224	225	168	151	178	177
"34001"	"LOC105372324"	0	0	0	0	0	0
"34002"	"LOC105372326"	0	0	0	0	0	0
"34003"	"LOC112268249"	0	0	0	0	0	0
"34004"	"LOC105372325"	0	0	0	0	0	0
"34005"	"ZNF208"	0	0	0	0	0	0
"34006"	"LOC112268248"	0	0	0	0	0	0
"34007"	"ZNF257"	0	0	0	0	2	0
"34008"	"ZNF676"	0	0	0	0	0	0
"34009"	"LOC105372328"	0	0	0	0	0	0
"34010"	"LOC107985324"	0	0	0	0	0	0
"34011"	"ZNF729"	0	0	0	0	0	0
"34012"	"LOC105372330"	0	0	0	0	0	0
"34013"	"ZNF98"	0	0	0	0	0	0
"34014"	"LOC105376917"	0	0	0	0	0	0
"34015"	"LOC101929124"	0	0	0	0	0	0
"34016"	"LINC01233"	0	0	0	0	0	0
"34017"	"LOC105372331"	0	0	0	0	0	0
"34018"	"GOLGA2P9"	0	0	0	0	0	0
"34019"	"LOC100996349"	0	0	0	0	0	0
"34020"	"LINC01785"	0	0	0	0	0	0
"34021"	"ZNF492"	0	0	0	0	0	0
"34022"	"ZNF99"	0	0	0	0	0	0
"34023"	"ZNF723"	0	0	0	0	0	0
"34024"	"LOC105372332"	0	0	0	0	0	0
"34025"	"ZNF728"	0	0	1	0	0	0
"34026"	"LINC01859"	0	0	0	0	0	0
"34027"	"LINC01858"	0	0	0	0	0	0
"34028"	"ZNF730"	0	0	0	0	0	0
"34029"	"ZNF724"	49	50	39	28	55	36
"34030"	"IPO5P1"	57	77	64	69	61	47
"34031"	"ZNF91"	6	11	12	22	22	15
"34032"	"LOC107985285"	0	2	0	0	0	0
"34033"	"LINC01224"	0	0	0	0	0	0
"34034"	"LOC105372335"	0	0	0	0	0	0
"34035"	"LOC105372334"	0	0	0	0	0	0
"34036"	"LOC105372337"	2	0	0	0	0	0
"34037"	"LOC105372338"	0	0	0	0	0	0
"34038"	"LOC105372339"	0	0	0	0	0	0
"34039"	"ZNF675"	280	274	210	268	237	268
"34040"	"ZNF681"	4	0	0	2	4	3
"34041"	"RPSA2"	1419	1499	1527	1495	1382	1552
"34042"	"ZNF726"	35	42	17	27	24	39
"34043"	"LOC100505851"	0	0	0	0	0	0
"34044"	"ZNF254"	798	679	755	969	1024	1101
"34045"	"HAVCR1P1"	4	2	2	4	0	2
"34046"	"LOC105372345"	22	7	18	11	14	15
"34047"	"LINC00662"	427	455	398	415	380	389
"34048"	"LINC02987"	411	453	412	514	459	425
"34049"	"LOC105372348"	0	0	0	0	0	0
"34050"	"LOC105372347"	0	0	2	0	0	0
"34051"	"LOC105372346"	0	0	0	0	0	0
"34052"	"LOC107985269"	0	0	0	0	0	0
"34053"	"LOC100420587"	0	0	0	0	0	0
"34054"	"LOC105372349"	0	0	0	0	0	0
"34055"	"LOC102724908"	7	22	14	27	27	34
"34056"	"LOC107985336"	0	0	0	0	0	0
"34057"	"LOC107985335"	0	0	0	0	0	0
"34058"	"LINC00906"	0	0	0	0	0	0
"34059"	"LOC102724958"	0	0	0	0	0	0
"34060"	"LINC01532"	0	2	0	2	0	0
"34061"	"UQCRFS1"	12426	13129	13266	12405	12711	12278
"34062"	"UQCRFS1-DT"	19	27	22	8	22	16
"34063"	"VSTM2B-DT"	0	0	0	0	0	0
"34064"	"VSTM2B"	0	0	0	0	0	0
"34065"	"POP4"	3665	3811	4102	3400	3445	3480
"34066"	"LOC105372353"	12	7	5	3	4	13
"34067"	"PLEKHF1"	196	243	207	191	162	154
"34068"	"C19orf12"	2035	2099	2020	2075	2200	2142
"34069"	"LOC107985345"	1	1	1	0	1	4
"34070"	"CCNE1"	1337	1541	1476	1790	1791	1809
"34071"	"URI1"	6983	6696	6629	6575	6989	6878
"34072"	"LOC107985271"	0	0	4	2	0	2
"34073"	"ZNF536"	0	0	0	7	6	15
"34074"	"LOC105372354"	0	0	0	0	0	2
"34075"	"LINC01834"	0	0	0	0	0	0
"34076"	"LOC105372355"	0	0	0	0	0	0
"34077"	"LOC105372358"	0	0	0	0	0	0
"34078"	"LOC105372356"	0	0	0	0	0	0
"34079"	"TSHZ3"	133	174	165	748	714	667
"34080"	"LINC01791"	0	0	0	0	0	0
"34081"	"TSHZ3-AS1"	0	0	0	0	0	0
"34082"	"LINC02841"	0	0	0	0	0	0
"34083"	"THEG5"	0	0	0	0	0	0
"34084"	"LOC105372361"	0	0	0	0	0	0
"34085"	"LOC105372362"	0	0	0	0	0	0
"34086"	"LINC01837"	0	0	0	0	0	0
"34087"	"LOC105372364"	0	0	0	0	0	0
"34088"	"LINC01533"	0	0	0	0	0	0
"34089"	"LOC105376899"	0	0	0	0	0	0
"34090"	"LINC01782"	0	0	0	0	0	0
"34091"	"LOC107985270"	0	0	0	0	0	0
"34092"	"ZNF507"	2590	2372	2113	2274	2529	2771
"34093"	"DPY19L3-DT"	125	122	118	121	91	125
"34094"	"DPY19L3"	2670	2424	2420	1994	2104	2196
"34095"	"PDCD5"	4012	4074	4392	3891	3844	3881
"34096"	"ANKRD27"	2280	2585	2236	2572	2472	2503
"34097"	"SNORA68B"	4	2	4	0	0	2
"34098"	"RGS9BP"	42	38	41	30	4	12
"34099"	"NUDT19"	3056	2998	2804	2995	3168	3019
"34100"	"LOC105372368"	12	6	11	11	14	10
"34101"	"TDRD12"	17	16	12	9	19	18
"34102"	"SLC7A9"	10	25	30	26	10	12
"34103"	"CEP89"	1504	1393	1306	1506	1578	1591
"34104"	"FAAP24"	627	647	674	617	546	601
"34105"	"RHPN2"	5821	5541	5576	6069	6301	6108
"34106"	"GPATCH1"	999	949	1067	923	1061	1020
"34107"	"WDR88"	155	150	163	155	126	129
"34108"	"TRT-AGT1-3"	0	0	0	0	0	0
"34109"	"LRP3"	2910	2903	2823	3483	3511	2974
"34110"	"SLC7A10"	26	30	20	26	34	36
"34111"	"CEBPA"	703	713	775	346	342	370
"34112"	"CEBPA-DT"	120	122	137	73	99	61
"34113"	"CEBPG"	3309	3202	2996	4855	4789	5082
"34114"	"PEPD"	3916	4197	4391	4001	3731	3746
"34115"	"LOC105372370"	4	2	0	0	6	2
"34116"	"LOC100996681"	0	0	0	0	0	0
"34117"	"CHST8"	0	2	0	2	0	0
"34118"	"KCTD15"	4102	4307	4143	4391	4561	4411
"34119"	"LOC105372371"	0	0	0	0	0	0
"34120"	"LSM14A"	8346	8005	7904	8283	8507	8879
"34121"	"GARRE1"	1302	1271	1185	1701	1709	1708
"34122"	"GPI"	44589	45464	46857	45028	45534	43068
"34123"	"PDCD2L"	919	996	940	584	738	660
"34124"	"UBA2"	11396	11016	10765	10638	10853	11319
"34125"	"WTIP"	404	430	359	875	870	696
"34126"	"ZNF807P"	11	12	12	7	17	10
"34127"	"LOC105372374"	0	0	0	0	0	0
"34128"	"SCGB1B2P"	63	96	66	52	51	33
"34129"	"SCGB2B2"	4	13	11	4	14	2
"34130"	"SCGB2B3P"	1	0	0	0	0	0
"34131"	"ZNF302"	1718	1516	1631	1166	1216	1290
"34132"	"ZNF181"	695	694	710	606	680	757
"34133"	"ZNF599"	59	80	62	54	60	71
"34134"	"LINC01801"	2	0	0	0	2	0
"34135"	"LINC00904"	0	0	0	0	0	0
"34136"	"LOC105372377"	0	0	0	0	0	0
"34137"	"LINC01838"	0	0	0	0	0	0
"34138"	"ZNF30-AS1"	0	0	0	1	0	0
"34139"	"ZNF30"	382	387	394	259	250	284
"34140"	"ZNF792"	275	263	210	201	246	195
"34141"	"GRAMD1A"	12539	12643	13070	20331	19806	18505
"34142"	"SCN1B"	733	748	651	1061	1223	1002
"34143"	"HPN"	5	11	11	21	16	4
"34144"	"HPN-AS1"	0	0	1	0	1	3
"34145"	"FXYD3"	12	6	10	3	2	2
"34146"	"MIR6887"	0	0	0	0	0	0
"34147"	"LGI4"	5	2	2	7	2	0
"34148"	"FXYD1"	2	7	7	1	1	4
"34149"	"FXYD7"	1	3	0	1	2	5
"34150"	"FXYD5"	4253	4408	4561	4590	4765	4460
"34151"	"LOC105372379"	0	0	0	0	0	0
"34152"	"FAM187B"	0	0	0	0	0	0
"34153"	"LSR"	1204	1286	1220	1307	1201	1059
"34154"	"LOC105372380"	7	12	6	6	2	3
"34155"	"USF2"	5830	6451	6573	6311	6373	5691
"34156"	"HAMP"	2	0	1	0	4	0
"34157"	"MAG"	4	2	0	0	4	2
"34158"	"CD22"	282	324	338	223	245	234
"34159"	"MIR5196"	7	9	13	7	6	6
"34160"	"FFAR1"	4	10	0	0	0	0
"34161"	"FFAR3"	0	0	0	0	0	0
"34162"	"GPR42"	0	0	0	0	0	0
"34163"	"LINC01531"	1	0	0	0	0	0
"34164"	"LOC101927522"	0	0	0	0	0	0
"34165"	"FFAR2"	3	8	14	6	4	2
"34166"	"KRTDAP"	0	0	0	0	1	0
"34167"	"DMKN"	628	616	713	575	538	491
"34168"	"SBSN"	23	19	27	48	75	39
"34169"	"GAPDHS"	345	382	389	361	340	376
"34170"	"TMEM147-AS1"	1171	1182	1256	1228	1154	1045
"34171"	"TMEM147"	5122	5494	5711	5576	5574	5123
"34172"	"ATP4A"	22	26	22	19	25	17
"34173"	"LINC01766"	0	0	0	0	0	0
"34174"	"HAUS5"	1242	1338	1376	1111	1203	1010
"34175"	"RBM42"	5515	5845	5969	5837	5748	5318
"34176"	"ETV2"	64	51	60	50	51	42
"34177"	"COX6B1"	11791	11650	12285	12372	11729	11869
"34178"	"UPK1A"	12	16	17	17	15	7
"34179"	"UPK1A-AS1"	5	0	3	2	5	0
"34180"	"ZBTB32"	52	59	66	51	45	55
"34181"	"KMT2B"	3610	3598	3128	3670	3891	3693
"34182"	"IGFLR1"	382	448	497	310	355	298
"34183"	"U2AF1L4"	633	721	654	578	588	487
"34184"	"PSENEN"	3460	3609	3765	3634	3560	3677
"34185"	"LIN37"	417	413	493	543	483	475
"34186"	"HSPB6"	17	30	14	10	20	12
"34187"	"PROSER3"	1354	1305	1289	1387	1366	1253
"34188"	"ARHGAP33"	532	563	507	457	493	438
"34189"	"LINC01529"	2	2	0	0	0	0
"34190"	"PRODH2"	50	59	55	99	101	95
"34191"	"NPHS1"	32	20	27	15	12	20
"34192"	"KIRREL2"	11	25	24	18	19	15
"34193"	"LOC107985317"	2	3	8	2	2	3
"34194"	"APLP1"	3045	3081	3036	3665	3646	3494
"34195"	"NFKBID"	138	163	139	121	154	137
"34196"	"HCST"	3	13	7	6	16	7
"34197"	"TYROBP"	0	0	0	0	2	1
"34198"	"LRFN3"	1263	1451	1266	1031	1216	969
"34199"	"LOC105372383"	6	11	2	2	4	0
"34200"	"SDHAF1"	882	804	866	902	864	881
"34201"	"SYNE4"	23	13	23	13	16	10
"34202"	"ALKBH6"	894	1048	1045	843	806	735
"34203"	"LOC101927572"	59	51	62	32	44	40
"34204"	"CLIP3"	191	230	198	95	97	87
"34205"	"THAP8"	413	444	464	225	198	220
"34206"	"WDR62"	2767	2659	2633	1873	2025	1878
"34207"	"OVOL3"	28	17	24	12	15	8
"34208"	"POLR2I"	2272	2349	2143	2273	1959	1925
"34209"	"TBCB"	6044	6573	6712	6768	6260	6051
"34210"	"LOC105372385"	14	10	12	15	12	14
"34211"	"CAPNS1"	26086	26781	27572	24914	25318	24467
"34212"	"COX7A1"	4	4	7	3	3	0
"34213"	"ZNF565"	194	171	154	165	120	179
"34214"	"ZNF146"	7231	6915	6997	6635	7049	7109
"34215"	"LOC107985304"	1779	1494	1588	1570	1690	1696
"34216"	"LOC100134317"	3	0	0	2	0	2
"34217"	"LINC00665"	5	4	13	11	9	7
"34218"	"ZFP14"	343	327	321	348	394	391
"34219"	"ZFP82"	91	93	80	75	81	94
"34220"	"LOC644189"	0	0	0	0	0	0
"34221"	"ZNF566"	453	482	463	444	428	506
"34222"	"ZNF566-AS1"	46	55	51	50	39	30
"34223"	"ZNF260"	1388	1183	1152	1350	1465	1646
"34224"	"ZNF529"	216	229	245	277	296	275
"34225"	"ZNF529-AS1"	46	54	31	61	59	46
"34226"	"ZNF382"	3	2	2	0	1	2
"34227"	"ZNF461"	307	333	297	344	387	358
"34228"	"ZNF567"	421	372	486	485	510	542
"34229"	"ZNF567-DT"	46	48	83	62	92	49
"34230"	"ZNF850"	34	19	14	18	13	7
"34231"	"LOC728485"	0	0	0	0	0	2
"34232"	"ZNF790-AS1"	3	9	4	0	4	1
"34233"	"ZNF790"	4	5	1	0	4	6
